,text,task_1
3550,চোদা খাওয়া চেহেরা মাগির বাঁশ ঢুকাতে হবে এই সব ডিসি দেশের সর্বনাশ করবে এর চাকরী থেকে বাদ দিয়া হোক এবং ব্যাংক জবদো করা হোক,HOF
3551,এই ভিডিও দেখার পর কমেন্ট না করে পারলাম না এর সাথে মিন্নি জড়িত তার প্রমান তার স্বাভাবিক হাটা স্বামীকে মারতে মারতে নিয়ে যাচ্ছে অথচ তার কোন প্রতিবাদ নেই এর নাম ভালোবাসা,NOT
3552,ভাই আগে জানতাম না সামি বিদেশে থাকি বাচ্চা কি বাভে হয় এখন বুজলাম,NOT
3553,খুবই সাধারন একটা লেখা !,NOT
3554,এই হিন্দু মাগিকে জুতা পেটা করে দাঁত গুলো ফেলে দেয়া দরকার কোথায় নোয়াখালীর রাম ছাগল অার কোথায় বেগম খালেদা জিয়া,HOF
3555,সব গুলো খানকি।। এই মাগি গুলো কে মিডিয়ার সামনে আনে কে।।,HOF
3556,শুয়োর ক্ষমা চায় ওর ফাঁসি চাই বড় কোনো শাস্তি না হলে এভাবেই চলতে থাকবে,HOF
3557,এটা রিমোভ করা উচিৎ,NOT
3558,সব কটা নাস্তিক দের রাস্তায় রাস্তায় জুতা পিটা করা দরকার,HOF
3559,তুইতো মাগি সালি খানকি,HOF
3560,"হালা একটা লুচচা,",HOF
3561,মিনিটের ভিডিও,NOT
3562,অনেক দিন পর একটা বাংলা ছবি দেখলামভালো লাগছে,NOT
3563,দেশটা আজ নষ্ট হয়ে গেছে কেউ মজা নিবে নেই সুযোগটাও দেই না মানবতা নাই দেশে। মাগি যে ভিডিও করছে তার বিচার চাই টারেই সাস্তির আওতায় আনা হোক এবং যে ভিডিও করে তাদের কালো মুখ সবাইকে দেখাইছে তাকে সরকারি ভাবে পুরষ্কিত করা হোক।,HOF
3564,অই মাগী তর পর্দার সসম্পর্কে কোন ধারনা নাই তুই জাতির সামনে লেংটা হইয়া নাচা নাচি কর কোন সমস্যা নাই তবে ইসলাম ও পর্দা সম্পর্কে কিছু বলিস না কারণ ইসলাম সম্পর্কে তোর কোনো ধারণা নাই,HOF
3565,গিয়াস উদ্দিন চ্যাটের তাহেরি মালাউন ইতর মাদারচোদ ইতর কাফের বেশ্যা জাহান্নামী জারজ পথভ্রষ্ট গোমরাহ পথভ্রষ্ট গোমরাহ ইতর মালাউন ইতর মাদারচোদ,HOF
3566,ওসি মুয়াজ্জেন ফাসি ছাই সে জদি মামলা সুরুতে নিতো তাহলে এমন হতো না,NOT
3567,ডাঃ নায়েক সত্য তুলে দরার জন্য ধন্যবাদ,NOT
3568,জারজের বাচ্ছারা অনেকদিন পর খাবার পেয়েছে।তাই কমেন্টবক্সে হুমড়ি খেয়ে পড়ছে।তাই কেউ বিভ্রান্ত হবেন না।,HOF
3569,সালা একটা বন মানুষ বেবোহার সিখেনাই ফোকিনির পোলা লুইচা আর একটা মাগির জি,HOF
3570,ওতিন্দ্রাদা একদম ভালমানুস এক মত হলে লাইক করুন,NOT
3571,এটা মিথ্যা কথা,NOT
3572,হেডার ঘরের হেডায় বমি কিতা তাও মনে হয় চিনে না😡,HOF
3573,বাংলাদেশের ক্রিকেট ধংশ হয়ে যাক। নিপাত যাক।,NOT
3574,হালারে ফাসি দেওয়া উচিত,HOF
3575,এসব মানুষ মবিলে আসে কেন মুসলিম নামের জানোয়ার হুজুরের কথা টক্কর ধরে ও একটা গাঁজাখোর মতন বসে থাক,NOT
3576,খানকির ছেলে জুতো দিয়ে মেরে তোর মুখ ছিড়ে ফেলবো নিজের বাবাকে ওরকম করে কেউ মারে ওর থেকে ওর চাকরি কেড়ে নেওয়া হোক,HOF
3577,স্যার তো কোদা‌লের ব্যাপা‌রে কিছু ব‌ল্লেন না!,NOT
3578,এই মেয়েটা খানকি ওরে কুকুর দিয়ে চুদা দরকার,HOF
3579,উপু উকিল তুই,NOT
3580,বুবলি একটা খানকি,HOF
3581,স্যার কিছু নরপশু আপনাকে বাজে কমেন্ট করছে / করবে তাতে আপনি মন খারাপ করবেন না আসলে এসব গণ্ডমূর্খ তারা আসলে জানেই না আপনার ব্যস্ততা কতটুকু। আর আপনি কতটা নিরুপায় হয়েও কিশোরদের জন্য কাজ করেন।,NOT
3582,আপনি যে একটা 'চুদির বাই' জানেন সেটা? 💀,HOF
3583,কুত্তে কা আওলাদ!,HOF
3584,নাউজুবিল্লাহ নাউজুবিল্লাহ,NOT
3585,বাংলা সিনেমা ইতিহাসের সেরা নায়ক সালমান শাহ্। হুমায়ুন ফরিদী তো কালজয়ী অভিনেতা....,NOT
3586,ঐ মালু শুয়োরের বাচ্চাকে ফাসি দেন ফাসি,HOF
3587,মাদারীর বাচ্চা কুকুরের জন্মা<br />বাংলাদেশ বলে সালা বাইচা গেলো,HOF
3588,নৌকা ছাড়া ইউনিয়ন পরিষদের মেম্বারও হতে পারেনা সে আবার লাফা লাফি করে। নৌকায় অনেক কিছু নিয়েছেন পেয়েছেন শুকরিয়া আদায় করা উচিৎ।,NOT
3589,মিজানুর আজহারি কে বড় করতে গিয়ে কিছু হককানি আলেম দের দুশর করলি কেনো জেমন ইলিয়াচুর রহমান জিহাদি নুরুজজামান নোমানি এরা হককানি আলেম,NOT
3590,ও যে হাত দিয়ে ওর বাবাকে মেরেছে সেই হাতের কবজি কেটে নেওয়া উচিওবাইন চোদ কোথাকার,HOF
3591,শালাদের কাজ নাই তো চামচামি করে খাই,HOF
3592,আল্লাহ তুমি তাদের বিচার কর,NOT
3593,মেহেদী হাসান রানা যে বোকাচোদা বোলার তা তম ওভার দেখলেই বোঝাযায়।বার বার ওফ স্টাম্পের বাইরে বল করে ছয় খেয়েছে।,HOF
3594,ভাই আমার মনে হয়েছিলো জে সিফাত ওই ভাবে বলতে চাইনাই জে নামাজ নিয়ে কথা বল্লেতে,NOT
3595,কোন বালের বিচার চাও। মজা তুমিও পাইছো স্যারেও পাইছে 😂🤣😂,HOF
3596,খানকির ছেলে পাপন।,HOF
3597,শাকিব খান তোমাকেই বলছি তোমাকে ছাড়া অপু অনেক ভালো আছে অনেক ভালো থাকবে,NOT
3598,এই খানকির পোলা পুলিশ মাদার চোদ কুকুরের বাচচা পুলিশকে ফাঁশি চাই,HOF
3599,ভাই এই সম্পর্কে সাহেদ ভাই তার এ আলোচনা করেছেন।,NOT
3600,লালনরে শাই পুটকি মারছে,HOF
3601,আমি বাংলা ভিডিও খুব একটা দেখিনা কিন্তু এই গানটা প্রশংসার দাবি রাখে । বিশেষ করে ঐশির শুরুতে চিকন ভয়েসটার প্রেমে পড়ে গেলাম,NOT
3602,অসাধারণ বিনোদন পাইলাম ভাই,NOT
3603,তাহেরি তুমি একমাত্র ভন্ড পীর,NOT
3604,অই খানকি মাগি তকে চুদলে অ দন খারাপ হবে,HOF
3605,ওরে দইরা পিটান,NOT
3606,এই বানচোত এর সাথে ভালো কথা বলে লাভ নেইবানাতে হবে মাল টাকে,HOF
3607,সুতানে দল নামায পর বালে গান,NOT
3608,ওই শালী তুই লিখলে কি আর বললে কি মাগী সব ভূয়া,HOF
3609,"সাধারণ ছাত্ররা ২/৩""ধরে সারা দেশে মার খাচ্ছে,, এতে আপনার কি বমি বমি ভাব হচ্ছে নাকি???",NOT
3610,তুই তো মাগী তোর পরিবার নেই,HOF
3611,নিজের নামে রিংটোন তৈরি চাইলে ভিডিও টি দেখুন আরো নতুন নতুন ভিডিও পেতে হলে চ্যানেল টি সাবক্রাইব করুন,NOT
3612,আল্লাহ গজব পরক,NOT
3613,সনিতা আসলেই এক্টা ফাটকা মাগি,HOF
3614,আমি পপি কে বিয়ে করতে চাই কানাডা থেকে বলছিকেউ পারলে জানাবেনসত্যি বলতাছি,NOT
3615,রুবেল হোসেন = রিকশাওয়াল। <br />agree if then like the comment,NOT
3616,লুইচচা বদমাইশ গুলারে দিয়া দেশের উন্নয়ন হবে কুত্তার মতো সমাজ নষ্ট হয়া জাইবে । বদমাশের বাচ্চা বদমাইশ,HOF
3617,একটি মেয়ে একটি ছেলের সাথে আগুুল তুলে এ ভাবে কথা বলে তাও ছারের সামনে তুমরা পুরুষ নামে ধাউদ,NOT
3618,পকিস্তান,NOT
3619,এই সালারে আমার হাতে ছেড়ে দে ওরে পিসে দিবো,HOF
3620,খানকি মাগি ব্যাংক লুট করস তো তোরা সেক্সিনার গ্রুপ শুয়্যার😠🔨,HOF
3621,সাবাশ বোন,NOT
3622,তদন্ত তোর গোয়া দিয়া ভরা উচিত মাদারচোদ,HOF
3623,হাসতে হাসতে পেট ব্যথা হয়ে গেছে মিথিলা ভার্জিন এখনো এক সপ্তাহে বউ তামা তামা হয়ে যায় এগারো বছর সংসার করার পর এখনো ভার্জিন কি পরিমাণ গাঁজা সেবন করলে সৃজিত এই কথা বলতে পারে আপনারাই বলেন,HOF
3624,কাদিরা হাগল,NOT
3625,আমার ভষা নেই । আমি বোবা হয়ে গেছি। চলমান পরিস্তিতি আমাকে কবোর দিবে।,NOT
3626,আমাবর্সার চাঁদ 🙄🙄,NOT
3627,বুবলীকেমামামাগী,HOF
3628,গাদার বাচ্ছা গাদা তুই হইলি সব চেয়ে বড় শয়তান।।।।ছাগল একটা,HOF
3629,"ছাগলের বাচ্চা এতদিন কই ছিলি রে, তোদের জন্ম কি পাকিরা দিছে যার পরে খোজ নেইনি, তাই এসব করছ।",HOF
3630,তাসকিন কে আমি অনেক পছন্দ করতাম কিন্তু সে যে একটা মাদারি চুদ সেটা আগে জানতাম না। এই তাপ্পর গুলো তাসকিন কে মারার উচিত ছিল??????,HOF
3631,খানকির পোলা ছেলেদের হলে মেয়ে নিয়ে কেন ঢুকছিস,HOF
3632,চোর খুনি বীরাঙ্গনা এর সাথে জনপ্রিয় নেতা ওবায়দুল কাদের সাহেবের তুলনা হয় না। আরে চাপা বাজ তোর মা খালেদা এত জনপ্রিয় তয় দেশের কোটি কোটি মানুষ জেলের তালা ভেঙে ফুলের মালা গলায় দিয়ে বাহির কেন করে না ? ওই চোর মহিলার ছেলে তারেক জন্মদাতা মা খালেদা জিয়াকে দেখতে আসেনা তার জন্য আবার গলাবাজি। ওই রুমিন ফারহানা তুই কি দেখেছ একজন চিত্র নায়ক সালমানের জন্য এ দেশের মানুষ জীবন দিলো এরপর সনে শেখ হাসিনাকে বাঁচানোর জন্য মানব ঢাল তৈরী করেছে তোদের গ্রেনেড হামলার সময়। তোরা শুধু পারো টিভির সামনে গলাবাজি করতে। আমিও লন্ডনে থাকি জানি তোদের তারেক এখানে মহা আনন্দে জীবন যাপন করিতেছে তার মেয়ে বয়ফ্রেন্ড নিয়ে রাস্তা আর ক্লাবে ঘোরে অথচ বৃদ্ধা দাদিকে দেখার জন্য দেশে যায়না। ওই তারেক সালা আর এক চোর নিজের মা এমনকি একমাত্র ভাইয়ের লাশটাও দেখতে গেলোনা। তোরা নির্লজ্জ যে চুরির দায়ে হাজতে তার জন্য বড় বড় কথা বলো ছিঃ ছিঃ।,NOT
3633,এবার দেখবেন নিশ্চয়ই কোন মালাউন কে সাধারণ সম্পাদক বানাবে।দাদা কে খুশি করার জন্য।,HOF
3634,তোদের কি আর কাজ নাই বাল এর চ্যানেল গুলা অন্য কিছু পাস না এইসব তো বেশ্যা মেয়ে নিশে মাতামাতি না করে চকবাজার আগুনে পূরা অসহায় মানুষের পাশে যা তাদের ফেমেলি নিয়ে কিছু কর যেন ভাল তারা এই সব বেশ্যা নিয়ে গাঢাগাঢি না করে,HOF
3635,চুদির বেটা বালের সিনেমা,HOF
3636,সব কিছুরই পিছনে পাপন দায়ী শালা চোরদূর্নীতিবাজ!!,HOF
3637,খোবিস,HOF
3638,এই কুততাটার ফাসি চাইদেওয়া হোক মিততুদনডোআর সকল প্রতিবেসিদের এরকম হওয়া উচিতওরে উচিত সিকখা দেওয়া হোক সরকার থেকেএরকম কুকুরকেজে বাবা জনমো দেই সেই বাবার সাথে এরকম আচরন,HOF
3639,মাদার চোদ খুব ভাব চোদাই জাজ গিরি সোগার বিতর বইরা দিতে হয়,HOF
3640,https://docs.g,HOF
3641,এই মাদারচুদ হল একটা নাস্তিক। খাংকির পুত। তার জন্মের কোন ঠিক নেই।,HOF
3642,কাউয়া কাদের হা হা হা,HOF
3643,চোদাচুদি করছো তুমি আর দোষ হ্যাকার এর ।,HOF
3644,এই চেনেলটি ভারত বিরোধী মন্তব্য দিচ্ছে তাইসমগ্র ভারতবাসী এই চেনেল বন্ধ করে দেওয়ার জন্য জেগে উঠোন পাকিস্তান কখনো কাশ্মীরে সফল হতে পারবেনা এটা সত্য জয় হিন্দ জয় ভারতমাতা কী জয়,NOT
3645,পাশের দেশ নোয়াখালীর কাউয়া কাদেরকে রাখেন দল থেকে পরিষ্কার করলে কাউয়া কাদের পাগল হয়ে যাবে সে যেন আরো কিছুদিন মাগীবাজী করতে পারে সেই সুযোগ দেন😃😃😃,HOF
3646,ওকে জনসম্মুখে চোখ উপড়ে ফেলে হাত পা কেটে বিচি হাতুড়ি দিয়ে পিষে আগুনে জ্যান্ত পুড়িয়ে ফেলা উচিত,NOT
3647,বিচারখ তো বালপাক না,HOF
3648,সালায় এক ভন্ড দেওয়ানবাগী,HOF
3649,এইটা পাপনের কেলেংকারি এই সালাকে সবাই মিলে পিটাতে হবে তাইলে সে এখান থেকে সরবে,HOF
3650,খানকি নাইকা,HOF
3651,তাহারি কুত্তার বাচ্চা মিজানুর রহমান আজাহারির পায়ের কাছেও যেতে পারবে না। থেকে দেখছি খুব ভালো লাগছে ভাই তোমার ভিডিওটা।,NOT
3652,মুশফিক কি বাল ফালানো মুসা,HOF
3653,এ শুয়োররের বাচ্চা মাদারচোদ হারামি তোকেজ্দি আমি সামনে পাতাম তাহলে তোর হাত কেটে ফেলে দিতাম আর তোর মুকে এক কুতিজুতে মারলাম মাদারচোদ হারামি কুকুর শুয়োর জানোয়ার 👠👡👢👟👞👞👟👠👡👢👞👟👠👡👢👞👟👠 👡👢👞👟👠👡👢👞👟👠👡👢খাজুতা মাদার চোদ,HOF
3654,লুচ্ছামি করবে আর সংবাদ প্রচার করবেনা তা কেন হবে,NOT
3655,বন্ডা বাচ্ছা তাহেরী সিলেট জুদি ওয়াজে দেকি তরে জুতা পিটা দিমো,NOT
3656,অধ্যাপক ড.জাফর ইকবালের উপর যখন হামলা হয়েছিল তখন ছাত্ররা সারাদেশব্যাপি আন্দোলন করেছিল। হামলাকারীর দৃষ্টান্তমূলক শাস্তির দাবীতে ছাত্রসমাজ মাঠে নেমেছিল।  আজ কোটা সংস্কারের দাবীতে আন্দোলনরত ছাত্রছাত্রীদের উপর পুলিশের নগ্ন হামলার প্রতিবাদে তিনি কিছু বলেছেন?  খুব জানতে ইচ্ছা করছে :) #Reform_Quota,NOT
3657,আরে এই মেয়ে প্রত্যক্ষ ভাবে জড়িত।সব অজুহাত বানিয়ে তৈরি করে রাখছে।,NOT
3658,বালের লিখক হেয় আর সুনার বিচারক ভুদার বিচারিকা,HOF
3659,খোবিস,HOF
3660,কারো জীবনে এমন ঘটনা যেন না ঘটে।।।,NOT
3661,আগের নাটক,NOT
3662,"ইসলাম নিয়ে মজা করবে না। আর নয় ইসলাম নিয়ে মজা, না হলে জিব্বাহ টানে ছিরাবো। ইসলামের ঘোর শএু এসব জালিমেরা।তোমাদেরকে আগুনের ভিতরে পুড়ানো দরকার।সাবধান হও সাবধান হও",NOT
3663,আরে খানকির পোলা তর মারে চুদি মেয়ের কেমেরা লাগানো যদি অপরাধ হয় তর ডিস বাপে যে চুদাচুদি করছে সেটা অপরাধ নাই,HOF
3664,স্টার জলসা,NOT
3665,অভিজিতের লেখাও পড়েছি আবার বই ও পড়েছি ।সে নিজে এক লাইন ভূমিকা লিখে বাকিটা কোথাও না কোথাও থেকে কপি করে দেয় আর শেষে রেফারেন্স দেয় । আর এর লেখা দেথেই আপনি অবাক ।,NOT
3666,জানোয়ারেন বাচ্ছাদের পাইলে একবার,NOT
3667,তোর মার ভোদার খবর খানকী মাগী,HOF
3668,শালা আবার সবার সামনেই ঘুরে বেরিয়েছে,HOF
3669,হাচিনা ভারতের দালাল আর ওর অনুসারিরাও সবগুলা দালাল সালারা ইছলামিক দেস বাংলাদেশে কোনো মুরতি থাকতে দেয়াহবেনা এটাই ঠিক,HOF
3670,তোর মাতা তোরে জুতা মারা দরকার তখন,NOT
3671,এত দর্শক মাঠে! ছিঃ ছিঃ,NOT
3672,মমো তরে কুওা দিয়া চুদাইলে তুই বিচারক হতে পারবি।,HOF
3673,এসব ভন্ডদের পাছায় গরম করে লোহার রড ডুকাই দেওয়াই বেটার 😠 আর ডিসলাইক দেই কে এসব 😡,HOF
3674,যেমন দল তেমন সেই দলের কাওয়া নেতা পতিতার দল,HOF
3675,এগুলা আর কতো দেখমু পাগল ছাগল ইউটিওবার,HOF
3676,আমার বাড়ী চুনারুঘাট,NOT
3677,ওয়াক থু... মীর জাফর,NOT
3678,ভাই বেয়াদব দের ভিডিও আপলোগ কেনো করেন আপনি খুব ভালো না ভাই,NOT
3679,যত শব ছাগল পাগল,HOF
3680,মিন্নি হসহায় আপনাকে ধন্যবাদ,NOT
3681,আমি চাই মিন্নি ফাঁসি চাই ওকে,NOT
3682,মূল্যবান কথা বলার জন্য আপনাকে ধন্যবাদ এরকম ভন্ড তাহেরীর মত যারা আছে তাদের বিরুদ্ধে রুখে দাঁড়ানো প্রতিটা মুসলমানের দায়িত্ব না হলে এদের ভন্ডামি বেড়ে যাবে,NOT
3683,জুতা দিয়ে বাভি দিব মাগী,HOF
3684,এ শালা রা এন্ড শালিরা বাংলাদেশ মিডিয়া টা শেষ,HOF
3685,পাবলিক বিশ্ববিদ্যালয় আমার পুটকির বাল।,HOF
3686,পাপন একটা পাগল 👿👿,HOF
3687,এমন নায়ক আর খুজে পাওয়া যাবে না।,NOT
3688,তদন্ত পর্যন্তই । কঠিন শাস্তি যদি পেতো তাৎক্ষণিক তাহলে বুঝতাম ন্যায় বিচার হয়েছে। সবচেয়ে বেশী ভালো হয় দুজন কে বিয়ে দিয়ে দিলে।,NOT
3689,হালারপুত কইত্তে আইলি তুই।মাগী চোদা শেষ হইছে বুঝি >_<,HOF
3690,এর ফাঁসি চাই এই মেয়ে শয়তান,HOF
3691,ও পাগল,HOF
3692,এই খানকির পোলা সেফায়েত উল্লাহ মাদারচোদ জীবনে যদি তোরে একবার সামনে পাই তোর মারে তোর কাঁদের উপর রাইখা চুদমু মাদারি,HOF
3693,মঝা পাইলাম,NOT
3694,আপু অনেক পরেজ গার পেনটি খুলেচে মাগার হিজাপ খলেন নাই,HOF
3695,পাপনের পাছা দিয়া টাকা দামের আছুলা বাঁশ দিতে চাই,HOF
3696,শাকিব৷ হলো৷ একটা৷ লুইচ্চা,NOT
3697,হাইরে সালার ছবি এক লাফে নদী পাড়,NOT
3698,"আপনি সরলতার ভং ধরা একটা ইবলিশ। পিশাচের দোসর। হাতুরি পেটা হওয়া ছাত্র সমাজ আজ অবরুদ্ধ আর আপনি বিশ্বকাপ চুদাইতে আসছেন। চোখ বন্ধ করে আপনার মুখে এক দলা থুথু  দিলাম, ওয়াক থুঃ",HOF
3699,তোর কুলাঙ্গারকে আমার সামনে পড়লে জুতা পেটা করতে জাহান্নামে পাঠাতাম,HOF
3700,খানকির ফুলা হাফিজুর রহমান ভন্দ আর তুই জারজ,HOF
3701,রুবেল খানকির ছেলে তোর মারে চূদি বেশ্যার বাচ্চা জারজ সন্তান তুমি আল্লাহকে গালি দেস,HOF
3702,পাগল চোদা,HOF
3703,পাঁ চাটারা কেমরা নিয়া কি করতাছে জে দিন সাধারন ছেলে মেয়ে দের উপর হামলা হলো সে দিন ওরা কোথায় চিলো।,NOT
3704,খোদা আমাকে এই অবিশ্বাস্য সুন্দর পৃথিবীটিকে আরো কয়দিন দেখতে দেবে?,NOT
3705,আমি এদের কে ঘৃণা করি না আমি ঘৃণা করি ওই সব পুরুষদের যারা এই মেয়েদের পতিতা হতে বাধ্য করে। যারা এদেরকে পতিতা বানায়। ছি ছি এসব পুরুষদের উপর।,NOT
3706,তোরে মাগি কুকুরেও চুদবে না,HOF
3707,এই মেয়ে দোষী এই মেয়ে কে রিমান্ডে নিলে সব বেরেয়ে আসবে আর খুনিদের কে ফাঁসি চাই,NOT
3708,সালারা সব পর্ব দিলে কি হয়,NOT
3709,আমি জোদি ওর কাজে থাকতাম তা হলে সালারে মারতে মারতে পাখানা করাই তাম আর আমি কি করতাম আমি কিচ্চু জানি না বাই বিসাষ করেন,NOT
3710,যে বয়সে বাচ্চারা পড়াশোনা করতে যায় সেই বয়সে এই মালটা গাঁড় পাকা হয়েগেছে । এগুলো শুধু মাত্র ইসলামে সম্ভব ।,HOF
3711,ছেলে বাবা কে মারতেছেআর এক খানকি দেখে চলে গেছেখানকি দের জন্য এই জানোয়ারের জন্ম হয়,HOF
3712,মাগি👌👌🖕🖕,HOF
3713,এগুলা পাগল,HOF
3714,ফকিরের টাকা হলে যা হয় আরকি,NOT
3715,পুলিশ হেফাজতে পুলিশের হাতে জেল খানায় জেলার ও গার্ডদের হাতে অফিসে বসের হাতে বিমাণ বালারা ক্যাপটিনের হাতে ৷ সবাই জিম্মী ৷ তাই দেহ দিয়ে বসকে খুশী রাখছে ৷ কারণ বসরা ইচ্ছা করলেই কলমের খোচায় ওদের ক্ষতি করে দিতে পারো ৷ নারীদেরকে সর্ব ক্ষেত্রে বড় পোষ্টে নিযোগ দেওয়া হউক ৷ এসব কমবে ৷,NOT
3716,কেউ আমাকে বলবেন মালাউন শব্দের অর্থ কি?,NOT
3717,মিন্নী কে যদি রিমান্ডে নেওয়া হয় তাহলে সব ধরনের তথ্য বেরহয়ে আসবে,NOT
3718,মার ওহাবির বাচ্চারে মার জোতা দিয়ে মার এই শালারাই জংগি,HOF
3719,মার সিন্নি ডিসির তাউল্লায় ডিসিকে কলিকাতার হারবাল খায়াও,HOF
3720,এই বাস্টার্ড কুলাংগার বেশ্যার পুত তোর জনমো কুকুরের বির্য দিয়ে।,HOF
3721,হের সোনা কেটে জুলাইয়া রাখবার উচিত লুচ্চা সালায় বলে ডিসি।,HOF
3722,পরি পরি তুই সবাই কে ভাল করে চুদতে দিবি রে,HOF
3723,চোদমারানি তাহলে ত সব ছেলে মেয়েরা পার্কে গিয়ে চোদাচুদি করবে আইন ব্যবস্তার ত কোন দরকার নাই,HOF
3724,কুত্তা লীগ জারজ লীগ ছাড়া শিক্ষাব্যবস্থা চাই,HOF
3725,মহান মালিকের বিচারের কাঠগড়ায় একদিন সবাই দাড়াতে হবে... জ্ঞাণ বিবেক বুদ্ধি কোথায় কাজে লেগেছে সে ব্যাপারে চুলচেরা হিসেব দিতে হবে... হয়তো আজ আমরা দেখতে নাও পেতে পারি কিন্তু ঐ দিনের অপেক্ষায় রইলাম,NOT
3726,বাংলাদেশের মানুষ সবাই গর্জে ওঠো পাপনের বিরুদ্ধেতা না হলে বাংলাদেশের ক্রিকেট কে ধ্বংস করবে পাপন সবাই আমার সাথে একমত,NOT
3727,কুকুরের কখনো কাপড় পরতে হয় না,NOT
3728,মাগী তুর ভোদার ভিতরে বাঁশ দেওয়া উচিত তোকে চুদব নষ্ট মাগী ।,HOF
3729,মহিলা সুন্দর আছে। লোভ সামলাইতে পারেনাই। আল্লাহ জানে কয়টা মেয়েরে ব্যাবহার করছে,NOT
3730,লীগ মানেই পতিতার জন্ম,HOF
3731,তোর মোরগ চোরের মাইরে চুদি,HOF
3732,মুস্তাফিজুর রাএে খেলা পারে না 😂😂😂😂,NOT
3733,বহু ভন্ড হুজুর ও আছে তাই বলে সকল হুজুর খারাপ না। তেমনি এভাবে সকল ওলিদের কে খারাপ বলা ঠিক নয়। আলেম ওলামাদের এভাবে বিতর্কিত ওয়াজ করা ঠিক নয়।,NOT
3734,সেলুট লোপা,NOT
3735,হালায় কোন দেশি গাঞ্জা খাইছেরে ভাই,HOF
3736,বাহ বাহ,NOT
3737,শালা কুত্তা শালা বান্দির পোলা তার মেয়েকে কেঊ চুদেনা কেন,HOF
3738,মানুষের রুচিবোধ এতটাই নিম্ন পযায় চলে আসছে কিছু মানুষ ত এখন জানোয়ার হয় যাচ্ছে। ছিঃ,HOF
3739,এই শালারা যদি লুচ্চামি করে তাহলে মানুষগুলোর কি করবে এই হারামি বুক ফুলাইয়া কথা বলে,HOF
3740,মাগিকে কেউ বিয়ে করবে না আমরা ওকে চুদবোও না,HOF
3741,আপনার মতো ষাঁড়দের এখন ভারতে খুব প্রয়জন কারন সেখানে এখন সমকামিতা বৈধ  আপনার মতো অপদার্থ কোন নাস্তিকের জন্য হয়তো কোন সমকামি অপেক্ষা করছে আর দেরি না করে আপনাদের ভারত মাতার কাছে ফিরে যান আর অবলিলায় গো মূত্র পান করুন,NOT
3742,মহিলাদের ক্ষেত্রেও কি সেইম ভাবে টিপ দিবে 😂,NOT
3743,চোরের দিন গৃহস্থের দিন দেখ মাগী কেমন লাগে,HOF
3744,হালার চেহারা বানরের মত,HOF
3745,খাঙ্কির পুলা তুরে সাংবাদিক বানাইছে কে তুর মা বোনকে চুদায়তে দিস ডিসিকে পতিতার বাচ্চা,HOF
3746,তোর মাকে চুদি,HOF
3747,"আমরা পাড়াগাঁয়ে থাকি তবুও আশাবাদি হয়ে বাঁচতে চাই কিন্ত একটা কথা আমাদের ভুলে গেলে চলবেনা যে রুশ বিপ্লবের মহানায়ক লেনিনের স্বপ্ন বাস্তবায়ন হয়নি,বাস্তবায়ন হয়েছে গরবাচেভের স্বপ্ন!দুনিয়ার সর্বহারা মানুষের জন্য যে সোভিয়েত ইউনিয়ন প্রতিষ্ঠা করেছিলেন,  গরবাচেভের হঠকারী সিদ্ধান্ত সব ধ্বংস হয়েগেল! আজ সমগ্র পৃথিবীতে শাসনকরছে আমেরিকা! দুনিয়া আজ ভারসাম্যহীন।মনে রাখবেন যদি বাংলাদেশে সামপ্রদায়িক গোষ্ঠী ফনা তোলার সুযোগ পায় তাহলে কাউকে ছোবল মারতে দ্বিধাবোধ করবেনা। তাই ' সাদাকে সাদা আর কালোকে কালো বলার' সাহস আমাদের থাকা উচিৎ।",NOT
3748,সব চামচা সালা এমন করে দরে আছে মনে হয় সব কুত্তা,HOF
3749,সাংবাদিকদের কাম কাজ নাই 😠 সালারা আর কোন পথ খুঁজে পায় না🤔 আসছে মাগিদের চিপা চাপা দেখাই তে !,HOF
3750,সে অনেক ভালো,NOT
3751,এই শোওরের বাচ্চা কে গুলি করে মারা হউক,HOF
3752,এর চেহারা দেখতে চাই না!কোনো নাস্তিকের সমর্থন ছাত্রদের লাগবে না!,NOT
3753,স্যার অন্নেক আগেই পটল তুলিয়াছেন ! তামিল মুভীর মত পূনজন্ম নিয়ে আবার এসেছেন  সিলেটে ভোট দিতে !! এবার একখানা ইসটেটাস পোস্টাইয়া তিনি মৃত্যুর এই উপত্যকা দিয়া চিরতরে নরকে প্রবেশ করিবেন !! টাঊট !!,NOT
3754,ওই হালাই দারাইছে ওরে আমি পাইলে জুতা দিয়ে পিটাইতাম,HOF
3755,আল্লাহ তাদেরকে জান্নাতে দিবে আমাদেরকে জাহান্নামের দিবে তোদের কীর্তিকলাপ দেখে মনে হচ্ছে,NOT
3756,তুমি চুদা দেও আর ওরা এইটা করে না তাই সবাই তোকে চিনে না তুই জে কী অবিনয় করস বুজি না জাতির জাননো বাষন দিতেসে শুনেন,HOF
3757,ওপু রেনডি মাগী,HOF
3758,শেষের অংশটুকু লিখেই লেখক তার পাঠকদের সাথে রসিকতা করে বসলেন এবং পুরো ঘটনার বর্ণনাটাই মজা আখ্যা দিলেন।,NOT
3759,এখন উনি ঘড়িকেষ্ট 😂,NOT
3760,শবনম ফারিয়া একটা মাগি পতিতা।আর বিচারক কোন পতিতার ছেলে।,HOF
